57989,3.399327039718628
40858,3.4455201625823975
43332,3.491905927658081
28479,3.9826672077178955
60627,4.013882637023926
79502,4.013882637023926
72410,3.973576307296753
77738,3.9985504150390625
52868,4.0096001625061035
3596,4.0902299880981445
34637,3.0748019218444824
80278,3.0833046436309814
27083,3.5129947662353516
88639,3.714026927947998
23681,3.7448487281799316
60332,3.8369669914245605
99451,3.8853914737701416
4381,3.975461721420288
13541,4.057607889175415
80962,4.0386741161346436
69691,2.5001275539398193
1755,2.6032817363739014
2438,3.5856893062591553
20933,3.7401418685913086
8733,3.724684715270996
61059,3.7656517028808594
79975,3.8321852684020996
10876,3.8370814323425293
59439,3.88700008392334
