57059,102
57059,160
57059,125
57059,180
57059,119
57059,139
57059,170
57059,151
57059,132
57059,117
57059,145
57059,136
57059,159
57059,143
57059,158
57059,166
57059,154
57059,176
57059,156
57059,155
57059,134
57059,143
57059,148
57059,121
57059,125
57059,150
57059,118
57059,157
57059,120
57059,164
57059,124
57059,154
57059,136
57059,138
57059,150
57059,123
57059,206
57059,145
57059,158
57059,172
57059,144
57059,109
57059,128
57059,138
57059,147
57059,161
57059,112
57059,108
57059,131
57059,120
57059,139
57059,157
57059,112
57059,113
57059,180
57059,126
57059,121
57059,199
57059,111
57059,124
57059,93
57059,127
57059,116
57059,190
57059,116
57059,113
57059,215
57059,102
57059,109
57059,110
57059,133
57059,126
57059,134
57059,98
57059,97
57059,138
57059,93
57059,113
57059,137
57059,189
57059,109
57059,151
57059,115
57059,122
57059,127
57059,100
57059,106
57059,101
57059,102
57059,118
57059,104
57059,132
57059,118
57059,118
57059,137
