72410;0,041622639
72410;0,029237986
72410;0,063033581
72410;0,043268919
72410;0,074901342
72410;0,072069168
72410;0,066670418
72410;0,072870731
72410;0,071403742
72410;0,065792084
99451;0,047189474
99451;0,054900408
99451;0,054183722
99451;0,038960457
99451;0,057490349
99451;0,067261457
99451;0,076719522
99451;0,079753876
99451;0,064953327
99451;0,076681376
8733;0,038409948
8733;0,071258068
8733;0,060602188
8733;0,050160646
8733;0,077723503
8733;0,070412397
8733;0,090857267
8733;0,092810631
8733;0,087732792
8733;0,069689274
;0,064287376
